subj size,subj type,subj param,query start,query size,direct set,query type,container mode,init time,warmup time,total query time,run count,average time,success
1000,rectangle,0.5,3,20,false,all,exact,86015,21822,44097,20,2204,OK
1000,rectangle,0.5,3,20,false,all,ordered,89876,23466,46112,20,2305,OK
1000,rectangle,0.5,3,20,false,all,unordered,85003,21298,45349,20,2267,OK
1000,rectangle,0.5,3,20,false,shuffle,any,95067,25911,38793,20,1939,OK
1000,rectangle,0.5,3,20,false,shuffle,unordered,83058,20932,44804,20,2240,OK
1000,rectangle,0.5,3,20,true,all,any,102948,28062,59007,20,2950,OK
1000,rectangle,0.5,3,20,true,all,exact,87751,21567,43888,20,2194,OK
1000,rectangle,0.5,3,20,true,all,ordered,89573,24170,49250,20,2462,OK
1000,rectangle,0.5,3,20,true,all,unordered,85123,22001,46398,20,2319,OK
1000,rectangle,0.5,3,20,true,shuffle,any,119821,30882,45952,20,2297,OK
1000,rectangle,0.5,3,20,true,shuffle,unordered,86638,21176,43870,20,2193,OK
1000,rectangle,0.5,3,30,false,all,any,94858,24193,44134,20,2206,OK
1000,rectangle,0.5,3,30,false,all,exact,87157,22661,44412,20,2220,OK
1000,rectangle,0.5,3,30,false,all,ordered,90382,23123,52579,20,2628,OK
1000,rectangle,0.5,3,30,false,all,unordered,83957,21757,48926,20,2446,OK
1000,rectangle,0.5,3,30,false,shuffle,any,94926,22416,41392,20,2069,OK
1000,rectangle,0.5,3,30,false,shuffle,unordered,85464,21090,48862,20,2443,OK
1000,rectangle,0.5,3,30,true,all,any,99106,23250,40597,20,2029,OK
1000,rectangle,0.5,3,30,true,all,exact,87625,22571,44039,20,2201,OK
1000,rectangle,0.5,3,30,true,all,ordered,89042,23779,51538,20,2576,OK
1000,rectangle,0.5,3,30,true,all,unordered,84069,21801,50200,20,2510,OK
1000,rectangle,0.5,3,30,true,shuffle,any,119555,23455,45585,20,2279,OK
1000,rectangle,0.5,3,30,true,shuffle,unordered,85035,22289,47872,20,2393,OK
1000,rectangle,0.5,3,5,false,all,any,110091,29078,41510,20,2075,OK
1000,rectangle,0.5,3,5,false,all,exact,86908,22075,38650,20,1932,OK
1000,rectangle,0.5,3,5,false,all,ordered,87659,22165,39399,20,1969,OK
1000,rectangle,0.5,3,5,false,all,unordered,84048,20611,36725,20,1836,OK
1000,rectangle,0.5,3,5,false,sel,any,107189,31991,54125,20,2706,OK
1000,rectangle,0.5,3,5,false,sel,ordered,85649,21889,35804,20,1790,OK
1000,rectangle,0.5,3,5,false,sel,unordered,85058,21304,38146,20,1907,OK
1000,rectangle,0.5,3,5,false,shuffle,any,108187,30140,52891,20,2644,OK
1000,rectangle,0.5,3,5,false,shuffle,unordered,83093,20797,37184,20,1859,OK
1000,rectangle,0.5,3,5,true,all,any,112167,23753,41372,20,2068,OK
1000,rectangle,0.5,3,5,true,all,exact,85930,21403,38306,20,1915,OK
1000,rectangle,0.5,3,5,true,all,ordered,85778,21548,38471,20,1923,OK
1000,rectangle,0.5,3,5,true,all,unordered,84273,20566,37687,20,1884,OK
1000,rectangle,0.5,3,5,true,sel,any,91511,23066,46614,20,2330,OK
1000,rectangle,0.5,3,5,true,sel,ordered,85718,21790,37043,20,1852,OK
1000,rectangle,0.5,3,5,true,sel,unordered,83837,20740,36188,20,1809,OK
1000,rectangle,0.5,3,5,true,shuffle,any,93268,20960,40143,20,2007,OK
1000,rectangle,0.5,3,5,true,shuffle,unordered,84739,21317,38929,20,1946,OK
1000,rectangle,0.5,4,10,false,all,any,87743,20743,36522,20,1826,OK
1000,rectangle,0.5,4,10,false,all,exact,86676,21636,38687,20,1934,OK
1000,rectangle,0.5,4,10,false,all,ordered,86786,21680,41946,20,2097,OK
1000,rectangle,0.5,4,10,false,all,unordered,83981,21041,39580,20,1979,OK
1000,rectangle,0.5,4,10,false,sel,any,91283,23211,40171,20,2008,OK
1000,rectangle,0.5,4,10,false,sel,ordered,88508,23278,43998,20,2199,OK
1000,rectangle,0.5,4,10,false,sel,unordered,84791,20875,40681,20,2034,OK
1000,rectangle,0.5,4,10,false,shuffle,any,94738,22086,40223,20,2011,OK
1000,rectangle,0.5,4,10,false,shuffle,unordered,84214,20492,39958,20,1997,OK
1000,rectangle,0.5,4,10,true,all,any,87114,20351,37235,20,1861,OK
1000,rectangle,0.5,4,10,true,all,exact,86798,22043,39505,20,1975,OK
1000,rectangle,0.5,4,10,true,all,ordered,87722,21942,41217,20,2060,OK
1000,rectangle,0.5,4,10,true,all,unordered,84437,21266,40945,20,2047,OK
1000,rectangle,0.5,4,10,true,sel,any,88628,22659,37022,20,1851,OK
1000,rectangle,0.5,4,10,true,sel,ordered,86971,21838,39861,20,1993,OK
1000,rectangle,0.5,4,10,true,sel,unordered,84006,20638,38789,20,1939,OK
1000,rectangle,0.5,4,10,true,shuffle,any,116725,24993,44832,20,2241,OK
1000,rectangle,0.5,4,10,true,shuffle,unordered,82701,20976,41514,20,2075,OK
1000,rectangle,0.5,4,1,false,all,any,108291,25882,44751,20,2237,OK
1000,rectangle,0.5,4,1,false,all,exact,87495,18818,34510,20,1725,OK
1000,rectangle,0.5,4,1,false,all,ordered,88457,18273,34264,20,1713,OK
1000,rectangle,0.5,4,1,false,all,unordered,83684,17304,31335,20,1566,OK
1000,rectangle,0.5,4,1,false,sel,any,87420,19343,36520,20,1826,OK
1000,rectangle,0.5,4,1,false,sel,ordered,89670,18584,35081,20,1754,OK
1000,rectangle,0.5,4,1,false,sel,unordered,83088,17402,31370,20,1568,OK
1000,rectangle,0.5,4,1,false,shuffle,any,89674,20318,35645,20,1782,OK
1000,rectangle,0.5,4,1,false,shuffle,unordered,83080,18049,32348,20,1617,OK
1000,rectangle,0.5,4,1,true,all,any,96285,24219,39269,20,1963,OK
1000,rectangle,0.5,4,1,true,all,exact,86961,17761,31470,20,1573,OK
1000,rectangle,0.5,4,1,true,all,ordered,88271,17483,32548,20,1627,OK
1000,rectangle,0.5,4,1,true,all,unordered,83417,17232,32417,20,1620,OK
1000,rectangle,0.5,4,1,true,sel,any,94439,18992,37318,20,1865,OK
1000,rectangle,0.5,4,1,true,sel,ordered,89176,18480,33788,20,1689,OK
1000,rectangle,0.5,4,1,true,sel,unordered,82669,16694,29836,20,1491,OK
1000,rectangle,0.5,4,1,true,shuffle,any,88446,19177,34625,20,1731,OK
1000,rectangle,0.5,4,1,true,shuffle,unordered,83070,17403,33255,20,1662,OK
1000,rectangle,0.5,4,20,false,shuffle,any,109812,25569,43623,20,2181,OK
1000,rectangle,0.5,4,20,false,shuffle,unordered,83850,21055,43676,20,2183,OK
1000,rectangle,0.5,4,20,true,shuffle,any,95820,27305,54697,20,2734,OK
1000,rectangle,0.5,4,20,true,shuffle,unordered,84342,20995,44337,20,2216,OK
1000,rectangle,0.5,4,5,false,all,any,111910,25981,46968,20,2348,OK
1000,rectangle,0.5,4,5,false,all,exact,85292,21169,36870,20,1843,OK
1000,rectangle,0.5,4,5,false,all,ordered,87329,21848,39540,20,1977,OK
1000,rectangle,0.5,4,5,false,all,unordered,82653,20255,35865,20,1793,OK
1000,rectangle,0.5,4,5,false,sel,any,113997,25543,47394,20,2369,OK
1000,rectangle,0.5,4,5,false,sel,ordered,86259,21246,37586,20,1879,OK
1000,rectangle,0.5,4,5,false,sel,unordered,85082,21033,38435,20,1921,OK
1000,rectangle,0.5,4,5,false,shuffle,any,96197,28370,48986,20,2449,OK
1000,rectangle,0.5,4,5,false,shuffle,unordered,84630,20141,37116,20,1855,OK
1000,rectangle,0.5,4,5,true,all,any,111803,25931,45611,20,2280,OK
1000,rectangle,0.5,4,5,true,all,exact,84803,21037,36176,20,1808,OK
1000,rectangle,0.5,4,5,true,all,ordered,85836,22034,40024,20,2001,OK
1000,rectangle,0.5,4,5,true,all,unordered,83910,20751,38394,20,1919,OK
1000,rectangle,0.5,4,5,true,sel,any,103590,28950,46095,20,2304,OK
1000,rectangle,0.5,4,5,true,sel,ordered,86901,22009,38472,20,1923,OK
1000,rectangle,0.5,4,5,true,sel,unordered,85753,20175,36284,20,1814,OK
1000,rectangle,0.5,4,5,true,shuffle,any,104987,23258,42908,20,2145,OK
1000,rectangle,0.5,4,5,true,shuffle,unordered,84245,20599,37440,20,1872,OK
1000,rectangle,2.0,0,10,false,all,any,115388,32072,68342,20,3417,OK
1000,rectangle,2.0,0,10,false,all,exact,87364,22390,39329,20,1966,OK
1000,rectangle,2.0,0,10,false,all,ordered,88998,23533,51804,20,2590,OK
1000,rectangle,2.0,0,10,false,all,unordered,84172,20263,38257,20,1912,OK
1000,rectangle,2.0,0,10,false,sel,any,101360,28993,58015,20,2900,OK
1000,rectangle,2.0,0,10,false,sel,ordered,88693,23021,45882,20,2294,OK
1000,rectangle,2.0,0,10,false,sel,unordered,82839,20848,39086,20,1954,OK
1000,rectangle,2.0,0,10,false,shuffle,any,122340,34035,47953,20,2397,OK
1000,rectangle,2.0,0,10,false,shuffle,unordered,85256,21340,42257,20,2112,OK
1000,rectangle,2.0,0,10,true,all,any,104392,26440,46434,20,2321,OK
1000,rectangle,2.0,0,10,true,all,exact,86505,20405,38488,20,1924,OK
1000,rectangle,2.0,0,10,true,all,ordered,89385,21166,39995,20,1999,OK
1000,rectangle,2.0,0,10,true,all,unordered,84064,19661,36585,20,1829,OK
1000,rectangle,2.0,0,10,true,sel,any,109348,25107,44111,20,2205,OK
1000,rectangle,2.0,0,10,true,sel,ordered,88958,21408,38618,20,1930,OK
1000,rectangle,2.0,0,10,true,sel,unordered,84278,20031,37377,20,1868,OK
1000,rectangle,2.0,0,10,true,shuffle,any,100265,21981,38455,20,1922,OK
1000,rectangle,2.0,0,10,true,shuffle,unordered,85992,19699,36823,20,1841,OK
1000,rectangle,2.0,0,1,false,all,any,100233,20752,34832,20,1741,OK
1000,rectangle,2.0,0,1,false,all,exact,94090,17435,30950,20,1547,OK
1000,rectangle,2.0,0,1,false,all,ordered,86932,19204,31731,20,1586,OK
1000,rectangle,2.0,0,1,false,all,unordered,82918,16743,32393,20,1619,OK
1000,rectangle,2.0,0,1,false,sel,any,91223,19272,38476,20,1923,OK
1000,rectangle,2.0,0,1,false,sel,ordered,86576,17210,32052,20,1602,OK
1000,rectangle,2.0,0,1,false,sel,unordered,84473,16516,30520,20,1526,OK
1000,rectangle,2.0,0,1,false,shuffle,any,93421,19652,32043,20,1602,OK
1000,rectangle,2.0,0,1,false,shuffle,unordered,83185,16183,30379,20,1518,OK
1000,rectangle,2.0,0,1,true,all,any,104055,19691,40555,20,2027,OK
1000,rectangle,2.0,0,1,true,all,exact,87277,17443,32047,20,1602,OK
1000,rectangle,2.0,0,1,true,all,ordered,85293,17156,32382,20,1619,OK
1000,rectangle,2.0,0,1,true,all,unordered,83593,16695,32195,20,1609,OK
1000,rectangle,2.0,0,1,true,sel,any,101365,21014,45884,20,2294,OK
1000,rectangle,2.0,0,1,true,sel,ordered,88184,17474,32690,20,1634,OK
1000,rectangle,2.0,0,1,true,sel,unordered,84102,17155,31462,20,1573,OK
1000,rectangle,2.0,0,1,true,shuffle,any,116400,22417,38762,20,1938,OK
1000,rectangle,2.0,0,1,true,shuffle,unordered,82347,16610,30886,20,1544,OK
1000,rectangle,2.0,0,20,false,all,any,102367,28789,67587,20,3379,OK
1000,rectangle,2.0,0,20,false,all,exact,86254,21097,40034,20,2001,OK
1000,rectangle,2.0,0,20,false,all,ordered,90303,25524,52178,20,2608,OK
1000,rectangle,2.0,0,20,false,all,unordered,83020,22368,48614,20,2430,OK
1000,rectangle,2.0,0,20,false,sel,any,117351,29696,59860,20,2993,OK
1000,rectangle,2.0,0,20,false,sel,ordered,87418,25258,52758,20,2637,OK
1000,rectangle,2.0,0,20,false,sel,unordered,84014,22494,50962,20,2548,OK
1000,rectangle,2.0,0,20,false,shuffle,any,103037,21519,50478,20,2523,OK
1000,rectangle,2.0,0,20,false,shuffle,unordered,83949,22624,53932,20,2696,OK
1000,rectangle,2.0,0,20,true,all,any,102442,24323,44235,20,2211,OK
1000,rectangle,2.0,0,20,true,all,exact,86010,20522,40286,20,2014,OK
1000,rectangle,2.0,0,20,true,all,ordered,89148,20886,42974,20,2148,OK
1000,rectangle,2.0,0,20,true,all,unordered,84518,20316,42362,20,2118,OK
1000,rectangle,2.0,0,20,true,sel,any,89415,19268,37657,20,1882,OK
1000,rectangle,2.0,0,20,true,sel,ordered,89225,20813,43976,20,2198,OK
1000,rectangle,2.0,0,20,true,sel,unordered,84226,20286,43149,20,2157,OK
1000,rectangle,2.0,0,20,true,shuffle,any,116719,23855,44844,20,2242,OK
1000,rectangle,2.0,0,20,true,shuffle,unordered,84659,19922,42243,20,2112,OK
1000,rectangle,2.0,0,30,false,all,any,104551,39308,69857,20,3492,OK
1000,rectangle,2.0,0,30,false,all,exact,85704,20729,40594,20,2029,OK
1000,rectangle,2.0,0,30,false,all,ordered,90169,27094,59606,20,2980,OK
1000,rectangle,2.0,0,30,false,all,unordered,83211,23683,51697,20,2584,OK
1000,rectangle,2.0,0,30,false,sel,any,102077,42657,80802,20,4040,OK
1000,rectangle,2.0,0,30,false,sel,ordered,93698,24772,63559,20,3177,OK
1000,rectangle,2.0,0,30,false,sel,unordered,84354,23326,53594,20,2679,OK
1000,rectangle,2.0,0,30,false,shuffle,any,99175,28811,54448,20,2722,OK
1000,rectangle,2.0,0,30,false,shuffle,unordered,84839,22803,54437,20,2721,OK
1000,rectangle,2.0,0,30,true,all,any,101801,21452,39857,20,1992,OK
1000,rectangle,2.0,0,30,true,all,exact,88277,21442,39989,20,1999,OK
1000,rectangle,2.0,0,30,true,all,ordered,88855,22866,47081,20,2354,OK
1000,rectangle,2.0,0,30,true,all,unordered,84345,20802,48012,20,2400,OK
1000,rectangle,2.0,0,30,true,sel,any,102062,24046,42535,20,2126,OK
1000,rectangle,2.0,0,30,true,sel,ordered,98269,22313,49669,20,2483,OK
1000,rectangle,2.0,0,30,true,sel,unordered,84262,21990,46640,20,2332,OK
1000,rectangle,2.0,0,30,true,shuffle,any,93773,19962,35853,20,1792,OK
1000,rectangle,2.0,0,30,true,shuffle,unordered,83700,22838,46766,20,2338,OK
1000,rectangle,2.0,0,5,false,all,any,94513,34175,54508,20,2725,OK
1000,rectangle,2.0,0,5,false,all,exact,87530,20191,36299,20,1814,OK
1000,rectangle,2.0,0,5,false,all,ordered,88647,23109,43150,20,2157,OK
1000,rectangle,2.0,0,5,false,all,unordered,83507,20399,34444,20,1722,OK
1000,rectangle,2.0,0,5,false,sel,any,112174,29940,71274,20,3563,OK
1000,rectangle,2.0,0,5,false,sel,ordered,88759,21034,37533,20,1876,OK
1000,rectangle,2.0,0,5,false,sel,unordered,84006,19304,34547,20,1727,OK
1000,rectangle,2.0,0,5,false,shuffle,any,119143,29294,58951,20,2947,OK
1000,rectangle,2.0,0,5,false,shuffle,unordered,82696,19980,35141,20,1757,OK
1000,rectangle,2.0,0,5,true,all,any,113510,32722,43222,20,2161,OK
1000,rectangle,2.0,0,5,true,all,exact,87561,19782,32757,20,1637,OK
1000,rectangle,2.0,0,5,true,all,ordered,91599,22601,38923,20,1946,OK
1000,rectangle,2.0,0,5,true,all,unordered,83412,19886,34053,20,1702,OK
1000,rectangle,2.0,0,5,true,sel,any,115193,22699,43592,20,2179,OK
1000,rectangle,2.0,0,5,true,sel,ordered,91879,22679,38277,20,1913,OK
1000,rectangle,2.0,0,5,true,sel,unordered,83104,19247,33177,20,1658,OK
1000,rectangle,2.0,0,5,true,shuffle,any,91845,20547,39026,20,1951,OK
1000,rectangle,2.0,0,5,true,shuffle,unordered,84221,19609,34312,20,1715,OK
1000,rectangle,2.0,1,10,false,all,any,92659,22518,39727,20,1986,OK
1000,rectangle,2.0,1,10,false,all,exact,96544,21336,38122,20,1906,OK
1000,rectangle,2.0,1,10,false,all,ordered,88558,23456,45353,20,2267,OK
1000,rectangle,2.0,1,10,false,all,unordered,83601,20726,39414,20,1970,OK
1000,rectangle,2.0,1,10,false,sel,any,97865,23812,45731,20,2286,OK
1000,rectangle,2.0,1,10,false,sel,ordered,88742,23438,46665,20,2333,OK
1000,rectangle,2.0,1,10,false,sel,unordered,83605,21540,40176,20,2008,OK
1000,rectangle,2.0,1,10,false,shuffle,any,109142,24431,49939,20,2496,OK
1000,rectangle,2.0,1,10,false,shuffle,unordered,84185,20519,39172,20,1958,OK
1000,rectangle,2.0,1,10,true,all,any,108986,26690,51349,20,2567,OK
1000,rectangle,2.0,1,10,true,all,exact,87703,20904,37380,20,1869,OK
1000,rectangle,2.0,1,10,true,all,ordered,91831,22378,40420,20,2021,OK
1000,rectangle,2.0,1,10,true,all,unordered,83458,19816,37725,20,1886,OK
1000,rectangle,2.0,1,10,true,sel,any,100012,24697,42151,20,2107,OK
1000,rectangle,2.0,1,10,true,sel,ordered,93912,23053,39596,20,1979,OK
1000,rectangle,2.0,1,10,true,sel,unordered,84203,19818,37840,20,1892,OK
1000,rectangle,2.0,1,10,true,shuffle,any,118355,29591,48286,20,2414,OK
1000,rectangle,2.0,1,10,true,shuffle,unordered,83067,19559,37629,20,1881,OK
1000,rectangle,2.0,1,1,false,all,any,92900,16797,29678,20,1483,OK
1000,rectangle,2.0,1,1,false,all,exact,85752,16826,29698,20,1484,OK
1000,rectangle,2.0,1,1,false,all,ordered,89154,17465,30728,20,1536,OK
1000,rectangle,2.0,1,1,false,all,unordered,82115,16805,30994,20,1549,OK
1000,rectangle,2.0,1,1,false,sel,any,95139,19681,37313,20,1865,OK
1000,rectangle,2.0,1,1,false,sel,ordered,88732,17980,30810,20,1540,OK
1000,rectangle,2.0,1,1,false,sel,unordered,82658,16128,30503,20,1525,OK
1000,rectangle,2.0,1,1,false,shuffle,any,93115,18210,31770,20,1588,OK
1000,rectangle,2.0,1,1,false,shuffle,unordered,83420,16550,31407,20,1570,OK
1000,rectangle,2.0,1,1,true,all,any,103290,19238,37463,20,1873,OK
1000,rectangle,2.0,1,1,true,all,exact,84351,16721,30144,20,1507,OK
1000,rectangle,2.0,1,1,true,all,ordered,88662,17413,30634,20,1531,OK
1000,rectangle,2.0,1,1,true,all,unordered,84096,16667,32308,20,1615,OK
1000,rectangle,2.0,1,1,true,sel,any,109506,21477,43928,20,2196,OK
1000,rectangle,2.0,1,1,true,sel,ordered,88734,18536,32054,20,1602,OK
1000,rectangle,2.0,1,1,true,sel,unordered,82724,16008,29975,20,1498,OK
1000,rectangle,2.0,1,1,true,shuffle,any,116103,27058,42273,20,2113,OK
1000,rectangle,2.0,1,1,true,shuffle,unordered,83136,16258,31253,20,1562,OK
1000,rectangle,2.0,1,20,false,all,any,97696,21207,40777,20,2038,OK
1000,rectangle,2.0,1,20,false,all,exact,85851,20596,38609,20,1930,OK
1000,rectangle,2.0,1,20,false,all,ordered,94342,23289,51444,20,2572,OK
1000,rectangle,2.0,1,20,false,all,unordered,83887,20982,44414,20,2220,OK
1000,rectangle,2.0,1,20,false,shuffle,any,98212,22494,40170,20,2008,OK
1000,rectangle,2.0,1,20,false,shuffle,unordered,84204,22242,47983,20,2399,OK
1000,rectangle,2.0,1,20,true,all,any,109831,22134,43935,20,2196,OK
1000,rectangle,2.0,1,20,true,all,exact,88358,20585,42287,20,2114,OK
1000,rectangle,2.0,1,20,true,all,ordered,88227,22391,43395,20,2169,OK
1000,rectangle,2.0,1,20,true,all,unordered,83842,20105,44543,20,2227,OK
1000,rectangle,2.0,1,20,true,shuffle,any,95498,23463,48357,20,2417,OK
1000,rectangle,2.0,1,20,true,shuffle,unordered,84124,21228,45254,20,2262,OK
1000,rectangle,2.0,1,30,false,shuffle,any,97952,20557,38419,20,1920,OK
1000,rectangle,2.0,1,30,false,shuffle,unordered,84829,22941,52013,20,2600,OK
1000,rectangle,2.0,1,30,true,shuffle,any,98709,22178,50383,20,2519,OK
1000,rectangle,2.0,1,30,true,shuffle,unordered,84635,21307,46978,20,2348,OK
1000,rectangle,2.0,1,5,false,all,any,102594,29183,74380,20,3719,OK
1000,rectangle,2.0,1,5,false,all,exact,87177,20539,36329,20,1816,OK
1000,rectangle,2.0,1,5,false,all,ordered,89156,23639,42411,20,2120,OK
1000,rectangle,2.0,1,5,false,all,unordered,84132,20718,35746,20,1787,OK
1000,rectangle,2.0,1,5,false,sel,any,106586,28186,44746,20,2237,OK
1000,rectangle,2.0,1,5,false,sel,ordered,89007,22536,38106,20,1905,OK
1000,rectangle,2.0,1,5,false,sel,unordered,83581,19567,37536,20,1876,OK
1000,rectangle,2.0,1,5,false,shuffle,any,102089,26163,47077,20,2353,OK
1000,rectangle,2.0,1,5,false,shuffle,unordered,83854,20127,35325,20,1766,OK
1000,rectangle,2.0,1,5,true,all,any,100909,23820,47567,20,2378,OK
1000,rectangle,2.0,1,5,true,all,exact,85691,20702,34488,20,1724,OK
1000,rectangle,2.0,1,5,true,all,ordered,89903,21742,36898,20,1844,OK
1000,rectangle,2.0,1,5,true,all,unordered,85479,19337,34108,20,1705,OK
1000,rectangle,2.0,1,5,true,sel,any,102641,21689,36036,20,1801,OK
1000,rectangle,2.0,1,5,true,sel,ordered,90973,22205,39483,20,1974,OK
1000,rectangle,2.0,1,5,true,sel,unordered,83889,19929,34439,20,1721,OK
1000,rectangle,2.0,1,5,true,shuffle,any,92909,22811,44049,20,2202,OK
1000,rectangle,2.0,1,5,true,shuffle,unordered,83161,19395,35877,20,1793,OK
1000,rectangle,2.0,2,10,false,all,any,90675,21954,43118,20,2155,OK
1000,rectangle,2.0,2,10,false,all,exact,87737,22021,36633,20,1831,OK
1000,rectangle,2.0,2,10,false,all,ordered,92081,21052,40820,20,2041,OK
1000,rectangle,2.0,2,10,false,all,unordered,83824,20083,37084,20,1854,OK
1000,rectangle,2.0,2,10,false,shuffle,any,113184,27832,52569,20,2628,OK
1000,rectangle,2.0,2,10,false,shuffle,unordered,83351,20784,41002,20,2050,OK
1000,rectangle,2.0,2,10,true,all,any,99047,26448,55603,20,2780,OK
1000,rectangle,2.0,2,10,true,all,exact,87624,21070,38113,20,1905,OK
1000,rectangle,2.0,2,10,true,all,ordered,87086,21368,40277,20,2013,OK
1000,rectangle,2.0,2,10,true,all,unordered,83801,20085,37178,20,1858,OK
1000,rectangle,2.0,2,10,true,shuffle,any,109808,27249,34121,20,1706,OK
1000,rectangle,2.0,2,10,true,shuffle,unordered,83889,19784,38443,20,1922,OK
1000,rectangle,2.0,2,1,false,all,any,91532,18410,31103,20,1555,OK
1000,rectangle,2.0,2,1,false,all,exact,84120,17140,31604,20,1580,OK
1000,rectangle,2.0,2,1,false,all,ordered,89571,17582,30828,20,1541,OK
1000,rectangle,2.0,2,1,false,all,unordered,85085,15760,29240,20,1462,OK
1000,rectangle,2.0,2,1,false,sel,any,108468,26094,37855,20,1892,OK
1000,rectangle,2.0,2,1,false,sel,ordered,90826,18484,33560,20,1678,OK
1000,rectangle,2.0,2,1,false,sel,unordered,84397,16591,31838,20,1591,OK
1000,rectangle,2.0,2,1,false,shuffle,any,97810,18438,33600,20,1680,OK
1000,rectangle,2.0,2,1,false,shuffle,unordered,83933,16725,31123,20,1556,OK
1000,rectangle,2.0,2,1,true,all,any,95905,18386,31852,20,1592,OK
1000,rectangle,2.0,2,1,true,all,exact,84982,17215,33929,20,1696,OK
1000,rectangle,2.0,2,1,true,all,ordered,89697,18545,32798,20,1639,OK
1000,rectangle,2.0,2,1,true,all,unordered,83716,16707,31059,20,1552,OK
1000,rectangle,2.0,2,1,true,sel,any,109897,21231,35655,20,1782,OK
1000,rectangle,2.0,2,1,true,sel,ordered,89622,17969,31243,20,1562,OK
1000,rectangle,2.0,2,1,true,sel,unordered,85963,16701,31553,20,1577,OK
1000,rectangle,2.0,2,1,true,shuffle,any,112818,22932,40038,20,2001,OK
1000,rectangle,2.0,2,1,true,shuffle,unordered,82544,16822,31502,20,1575,OK
1000,rectangle,2.0,2,20,false,shuffle,any,115130,23516,41975,20,2098,OK
1000,rectangle,2.0,2,20,false,shuffle,unordered,84952,21824,47199,20,2359,OK
1000,rectangle,2.0,2,20,true,shuffle,any,108001,21030,42666,20,2133,OK
1000,rectangle,2.0,2,20,true,shuffle,unordered,83900,20494,44232,20,2211,OK
1000,rectangle,2.0,2,30,false,shuffle,any,106706,24706,46265,20,2313,OK
1000,rectangle,2.0,2,30,false,shuffle,unordered,83771,21521,49265,20,2463,OK
1000,rectangle,2.0,2,30,true,shuffle,any,105361,21881,50275,20,2513,OK
1000,rectangle,2.0,2,30,true,shuffle,unordered,84064,21104,46292,20,2314,OK
1000,rectangle,2.0,2,5,false,all,any,95447,22946,48022,20,2401,OK
1000,rectangle,2.0,2,5,false,all,exact,86655,20657,34678,20,1733,OK
1000,rectangle,2.0,2,5,false,all,ordered,89525,22785,39812,20,1990,OK
1000,rectangle,2.0,2,5,false,all,unordered,84159,20610,35508,20,1775,OK
1000,rectangle,2.0,2,5,false,sel,any,95556,23160,40805,20,2040,OK
1000,rectangle,2.0,2,5,false,sel,ordered,89518,21149,36128,20,1806,OK
1000,rectangle,2.0,2,5,false,sel,unordered,83360,19139,33364,20,1668,OK
1000,rectangle,2.0,2,5,false,shuffle,any,87573,20779,36541,20,1827,OK
1000,rectangle,2.0,2,5,false,shuffle,unordered,86497,19533,36372,20,1818,OK
1000,rectangle,2.0,2,5,true,all,any,98372,21198,39096,20,1954,OK
1000,rectangle,2.0,2,5,true,all,exact,88593,21058,36175,20,1808,OK
1000,rectangle,2.0,2,5,true,all,ordered,87016,21045,34965,20,1748,OK
1000,rectangle,2.0,2,5,true,all,unordered,84132,20022,34350,20,1717,OK
1000,rectangle,2.0,2,5,true,sel,any,94928,19484,40361,20,2018,OK
1000,rectangle,2.0,2,5,true,sel,ordered,106224,24881,38439,20,1921,OK
1000,rectangle,2.0,2,5,true,sel,unordered,84642,20019,36726,20,1836,OK
1000,rectangle,2.0,2,5,true,shuffle,any,92007,19898,35878,20,1793,OK
1000,rectangle,2.0,2,5,true,shuffle,unordered,84416,19889,35948,20,1797,OK
1000,rectangle,2.0,3,10,false,shuffle,any,87170,20734,37535,20,1876,OK
1000,rectangle,2.0,3,10,false,shuffle,unordered,84451,21601,42649,20,2132,OK
1000,rectangle,2.0,3,10,true,shuffle,any,89999,20031,41741,20,2087,OK
1000,rectangle,2.0,3,10,true,shuffle,unordered,85612,21217,39286,20,1964,OK
1000,rectangle,2.0,3,1,false,all,any,93222,20032,47034,20,2351,OK
1000,rectangle,2.0,3,1,false,all,exact,86585,17208,31868,20,1593,OK
1000,rectangle,2.0,3,1,false,all,ordered,87416,18330,30449,20,1522,OK
1000,rectangle,2.0,3,1,false,all,unordered,83919,16631,30588,20,1529,OK
1000,rectangle,2.0,3,1,false,sel,any,88901,17300,30074,20,1503,OK
1000,rectangle,2.0,3,1,false,sel,ordered,86226,16934,32209,20,1610,OK
1000,rectangle,2.0,3,1,false,sel,unordered,83014,16145,29818,20,1490,OK
1000,rectangle,2.0,3,1,false,shuffle,any,88857,17577,32281,20,1614,OK
1000,rectangle,2.0,3,1,false,shuffle,unordered,83288,16308,29928,20,1496,OK
1000,rectangle,2.0,3,1,true,all,any,100363,21412,37334,20,1866,OK
1000,rectangle,2.0,3,1,true,all,exact,86995,17320,30966,20,1548,OK
1000,rectangle,2.0,3,1,true,all,ordered,84770,16791,30869,20,1543,OK
1000,rectangle,2.0,3,1,true,all,unordered,83121,16431,30952,20,1547,OK
1000,rectangle,2.0,3,1,true,sel,any,107257,20821,31749,20,1587,OK
1000,rectangle,2.0,3,1,true,sel,ordered,90138,18610,31824,20,1591,OK
1000,rectangle,2.0,3,1,true,sel,unordered,83237,16356,29983,20,1499,OK
1000,rectangle,2.0,3,1,true,shuffle,any,95155,17206,30854,20,1542,OK
1000,rectangle,2.0,3,1,true,shuffle,unordered,82964,16218,30318,20,1515,OK
